Sample,SampleName,AT1G22630,AT1G22620,AT1G22610,Tissue,Ecotype,Genotype,Treatment,Project,TotalReads,UniqueMappedRatio,ReleaseDate
ERX2633659,noP_350_d4_3,5.71,26.08,0,root,--,--,phosphate-depleted;rhizobium 129E;day4,PRJEB27007,21912964,0.8631,7/4/2018
ERX2633660,P_MgCl_d8_1,1.76,27.68,0,root,--,--,Mock,PRJEB27007,31260238,0.9105,7/4/2018
ERX2633661,P_MgCl_d8_2,0.79,25.84,0,root,--,--,Mock,PRJEB27007,37633028,0.9115,7/4/2018
ERX2633662,P_MgCl_d8_3,1.51,28.07,0,root,--,--,Mock,PRJEB27007,33777289,0.9142,7/4/2018
ERX2633663,noP_MgCl_d8_1,2.03,24.22,0,root,--,--,phosphate-depleted;mock;day8,PRJEB27007,19954358,0.8376,7/4/2018
ERX2633664,noP_MgCl_d8_2,1.64,25.11,0,root,--,--,phosphate-depleted;mock;day8,PRJEB27007,18703200,0.8582,7/4/2018
ERX2633665,noP_MgCl_d8_3,0.7,25.97,0,root,--,--,phosphate-depleted;mock;day8,PRJEB27007,17776517,0.9178,7/4/2018
ERX2633666,P_350_d8_1,2.64,23.64,0,root,--,--,phosphate-sufficient;rhizobium 129E;day8,PRJEB27007,20964113,0.9191,7/4/2018
ERX2633667,P_350_d8_2,0,25.05,0,root,--,--,phosphate-sufficient;rhizobium 129E;day8,PRJEB27007,16377794,0.9264,7/4/2018
ERX2633668,P_350_d8_3,0.96,22.06,0,root,--,--,phosphate-sufficient;rhizobium 129E;day8,PRJEB27007,17528561,0.8533,7/4/2018
ERX2633669,noP_350_d8_1,2.15,22.69,0,root,--,--,phosphate-depleted;rhizobium 129E;day8,PRJEB27007,18310169,0.9222,7/4/2018
ERX2633670,noP_350_d8_2,1.66,24.13,0,root,--,--,phosphate-depleted;rhizobium 129E;day8,PRJEB27007,17438218,0.9205,7/4/2018
ERX2633671,noP_350_d8_3,1.76,25.05,0,root,--,--,phosphate-depleted;rhizobium 129E;day8,PRJEB27007,24253254,0.9199,7/4/2018
ERX2633672,P_MgCl_d12_1,0.5,23.97,0,root,--,--,Mock,PRJEB27007,16379655,0.9056,7/4/2018
ERX2633673,P_MgCl_d12_2,0,24.68,0,root,--,--,Mock,PRJEB27007,16434493,0.9121,7/4/2018
ERX2634835,SAMEA4716193,49.93,32.09,0,seedlings,Col-0,wild type,Mock,PRJEB27186,16721605,0.8946,8/17/2018
ERX2634836,SAMEA4716194,46.68,31.57,0,seedlings,Col-0,wild type,Mock,PRJEB27186,21013887,0.8963,8/17/2018
ERX2634837,SAMEA4716195,49.34,33,0,seedlings,Col-0,wild type,Mock,PRJEB27186,19424656,0.8966,8/17/2018
ERX2634838,SAMEA4716196,54.12,36.51,0,seedlings,Col-0,AtRsgA-i -/-,AtRsgA-i -/-,PRJEB27186,23001465,0.8964,8/17/2018
ERX2634839,SAMEA4716197,92.41,24.34,0,seedlings,Col-0,AtRsgA-i -/-,AtRsgA-i -/-,PRJEB27186,20189477,0.87,8/17/2018
ERX2634840,SAMEA4716198,53.46,34.89,0,seedlings,Col-0,AtRsgA-i -/-,AtRsgA-i -/-,PRJEB27186,19895598,0.9004,8/17/2018
ERX2698378,SAMEA4777842,63.31,27.95,0,leaves,Col-0,nye1 mutant,--,PRJEB27631,13666481,0.8605,1/24/2019
ERX2698379,E-MTAB-6965:nye1_0dDD_3,62.46,20.98,0,leaves,Col-0,nye1 mutant,--,PRJEB27631,14591430,0.6448,1/24/2019
ERX2698380,E-MTAB-6965:nye1_2dDD_1,10.8,30.41,0,leaves,Col-0,nye1 mutant,--,PRJEB27631,15850042,0.8848,1/24/2019
ERX2698381,SAMEA4777845,14.04,29.45,0,leaves,Col-0,nye1 mutant,--,PRJEB27631,14851664,0.8688,1/24/2019
ERX2698382,E-MTAB-6965:nye1_2dDD_3,12.33,29.38,0,leaves,Col-0,nye1 mutant,--,PRJEB27631,14572517,0.8768,1/24/2019
ERX2698383,SAMEA4777847,69.03,29.68,0,leaves,Col-0,pao-1 mutant,--,PRJEB27631,15151541,0.8635,1/24/2019
ERX2698384,E-MTAB-6965:pao1_0dDD_2,67.04,29.55,0,leaves,Col-0,pao-1 mutant,--,PRJEB27631,19780611,0.8545,1/24/2019
ERX2698385,SAMEA4777849,59.14,29.95,0,leaves,Col-0,pao-1 mutant,--,PRJEB27631,15592422,0.8599,1/24/2019
ERX2698386,SAMEA4777850,0,22.41,0,leaves,Col-0,pao-1 mutant,--,PRJEB27631,14662757,0.8542,1/24/2019
ERX2698387,SAMEA4777851,3.97,22.22,0,leaves,Col-0,pao-1 mutant,--,PRJEB27631,18091931,0.8375,1/24/2019
ERX2698388,E-MTAB-6965:pao1_2dDD_3,0,16.78,0,leaves,Col-0,pao-1 mutant,--,PRJEB27631,15667853,0.8835,1/24/2019
ERX2698389,E-MTAB-6965:pph1_0dDD_1,77.19,27.15,0,leaves,Col-0,pph1 mutant,--,PRJEB27631,19123829,0.744,1/24/2019
ERX2698390,E-MTAB-6965:pph1_0dDD_2,49.42,19.24,0,leaves,Col-0,pph1 mutant,--,PRJEB27631,14438251,0.8265,1/24/2019
ERX2698391,E-MTAB-6965:pph1_0dDD_3,66.72,30.26,0,leaves,Col-0,pph1 mutant,--,PRJEB27631,17685581,0.8696,1/24/2019
ERX2698392,SAMEA4777856,10.54,31.83,0,leaves,Col-0,pph1 mutant,--,PRJEB27631,15331143,0.838,1/24/2019
ERX2698393,SAMEA4777857,9.68,27.63,0,leaves,Col-0,pph1 mutant,--,PRJEB27631,12902502,0.7733,1/24/2019
ERX2698394,E-MTAB-6965:pph1_2dDD_3,6.49,30.48,0,leaves,Col-0,pph1 mutant,--,PRJEB27631,13361662,0.8639,1/24/2019
ERX2698395,SAMEA4777859,52.21,25.34,0,leaves,Col-0,wild type,Mock,PRJEB27631,14950100,0.8296,1/24/2019
ERX2698396,SAMEA4777860,76.26,28.94,0,leaves,Col-0,wild type,Mock,PRJEB27631,15777966,0.841,1/24/2019
ERX2698397,SAMEA4777861,72.77,29.52,0,leaves,Col-0,wild type,Mock,PRJEB27631,16062430,0.6956,1/24/2019
ERX2698398,SAMEA4777862,13.58,32.4,0,leaves,Col-0,wild type,dark 2day,PRJEB27631,23216699,0.8589,1/24/2019
ERX2698399,E-MTAB-6965:WT_2dDD_2,10.46,27.07,0,leaves,Col-0,wild type,dark 2day,PRJEB27631,14445900,0.8465,1/24/2019
ERX2698400,E-MTAB-6965:WT_2dDD_3,11.52,30.18,0,leaves,Col-0,wild type,dark 2day,PRJEB27631,14663697,0.8257,1/24/2019
ERX2702587,SAMEA4780645,37.45,36.76,0,leaves,Col-0,--,dry,PRJEB27682,23731035,0.928,12/2/2018
ERX2702588,SAMEA4780646,52.73,31.13,0,leaves,Col-0,--,dry,PRJEB27682,22828864,0.9294,12/2/2018
ERX2702589,SAMEA4780647,51.9,32.52,0,leaves,Col-0,--,dry,PRJEB27682,19679782,0.9294,12/2/2018
ERX2702590,SAMEA4780648,42.03,37.65,0,leaves,Col-0,--,Mock,PRJEB27682,18284424,0.9304,12/2/2018
ERX2702591,SAMEA4780649,42.67,35.81,0,leaves,Col-0,--,Mock,PRJEB27682,19641442,0.9208,12/2/2018
ERX2702592,control_3,49.43,35.61,0,rosette leaf,Col-0,--,Mock,PRJEB27682,19980635,0.9253,12/2/2018
ERX2805364,SAMEA4900504,39.39,28.67,0,rosette leaf,Col-0,ddm1-2,--,PRJEB28655,33775154,0.9106,10/8/2018
ERX2805365,SAMEA4900505,38.07,28.61,0,rosette leaf,Col-0,ddm1-2,--,PRJEB28655,33265384,0.9189,10/8/2018
ERX2805366,F2 med14-3 ddm1-2 set_C_s,41.51,27.69,0,rosette leaf,Col-0,med14-3 ddm1-2,--,PRJEB28655,39342507,0.9018,10/8/2018
ERX2805367,SAMEA4900507,32.53,30.99,0,rosette leaf,Col-0,uvh6-4 ddm1-2,--,PRJEB28655,104557007,0.8996,10/8/2018
ERX2805368,SAMEA4900508,46.35,29.66,0,rosette leaf,Col-0,med14-3 mom1-2,--,PRJEB28655,30139148,0.9347,10/8/2018
ERX2805369,SAMEA4900509,44.82,31.46,0,rosette leaf,Col-0,mom1-2,--,PRJEB28655,43473946,0.9401,10/8/2018
ERX2805370,SAMEA4900510,44.34,33.5,0,rosette leaf,Col-0,mom1-2,--,PRJEB28655,43882833,0.9357,10/8/2018
ERX2805371,SAMEA4900511,51.23,30.84,0,rosette leaf,Col-0,uvh6-4 mom1-2,--,PRJEB28655,34280712,0.939,10/8/2018
ERX2805372,L5 23 set_A_s,75.97,27.23,0,rosette leaf,Col-0,wild type,--,PRJEB28655,24349159,0.9118,10/8/2018
ERX2805373,SAMEA4900513,90.21,23.51,0,rosette leaf,Col-0,wild type,--,PRJEB28655,16491839,0.8991,10/8/2018
ERX2805374,SAMEA4900514,69.78,18.94,0,rosette leaf,Col-0,wild type,--,PRJEB28655,28013216,0.8579,10/8/2018
ERX2805375,SAMEA4900515,60.21,25.77,0,rosette leaf,Col-0,wild type,--,PRJEB28655,33513825,0.8993,10/8/2018
ERX2805376,SAMEA4900516,44.16,30.41,0,rosette leaf,Col-0,wild type,--,PRJEB28655,36420452,0.9438,10/8/2018
ERX2805377,SAMEA4900517,74.73,24.92,0,rosette leaf,Col-0,med14-3,--,PRJEB28655,15245728,0.9084,10/8/2018
ERX2805378,SAMEA4900518,45.74,9.04,0,rosette leaf,Col-0,med14-3,--,PRJEB28655,25128201,0.7132,10/8/2018
ERX2805379,SAMEA4900519,75.54,24.14,0,rosette leaf,Col-0,uvh6-3,--,PRJEB28655,19266280,0.9099,10/8/2018
ERX2805380,SAMEA4900520,31.35,7.6,0,rosette leaf,Col-0,uvh6-3,--,PRJEB28655,31508248,0.6117,10/8/2018
ERX2805381,SAMEA4900521,44.12,28.77,0,rosette leaf,Col-0,uvh6-4,--,PRJEB28655,30914677,0.9304,10/8/2018
ERX2816935,at_3_dap_1,48.42,34.94,0,siliques,--,--,--,PRJEB25745,26544040,0.9171,10/25/2018
ERX2816936,at_3_dap_1,53.56,36.27,0,siliques,--,--,--,PRJEB25745,27572717,0.9026,10/25/2018
ERX2816937,at_3_dap_1,51.31,31.55,0,siliques,--,--,--,PRJEB25745,27276826,0.9064,10/25/2018
ERX2816938,at_6_dap_1,41.01,37.05,0,siliques,--,--,--,PRJEB25745,29194259,0.4998,10/25/2018
ERX2816939,at_6_dap_2,49.72,35.66,0,siliques,--,--,--,PRJEB25745,22931793,0.8704,10/25/2018
ERX2816940,at_6_dap_3,30.72,26.9,0,siliques,--,--,--,PRJEB25745,25577301,0.5421,10/25/2018
ERX2816941,at_6_dap_4,50.04,30.56,0,siliques,--,--,--,PRJEB25745,12798643,0.7682,10/25/2018
ERX2816942,at_6_dap_4,46.92,32.7,0,siliques,--,--,--,PRJEB25745,11548135,0.7834,10/25/2018
ERX2816943,at_6_dap_5,41.97,23.05,0,siliques,--,--,--,PRJEB25745,12153480,0.3762,10/25/2018
ERX2816944,at_6_dap_5,39.01,24.85,0,siliques,--,--,--,PRJEB25745,10764105,0.3841,10/25/2018
ERX2816945,at_6_dap_6,38.88,22.43,0,siliques,--,--,--,PRJEB25745,10358696,0.2889,10/25/2018
ERX2816946,at_6_dap_6,53.87,17.85,0,siliques,--,--,--,PRJEB25745,9116645,0.2947,10/25/2018
ERX2816947,at_9_dap_1,24.12,32.37,0,siliques,--,--,--,PRJEB25745,28455842,0.6139,10/25/2018
ERX2816948,at_9_dap_2,22.38,24.77,0,siliques,--,--,--,PRJEB25745,23515351,0.7698,10/25/2018
ERX2816949,at_9_dap_3,21.54,21.92,0,siliques,--,--,--,PRJEB25745,25254843,0.7041,10/25/2018
ERX2816950,at_9_dap_4,27.6,22.33,0,siliques,--,--,--,PRJEB25745,11388899,0.6347,10/25/2018
ERX2816951,at_9_dap_4,33.88,23.71,0,siliques,--,--,--,PRJEB25745,10259010,0.6492,10/25/2018
ERX2816952,at_9_dap_5,38.06,25.9,0,siliques,--,--,--,PRJEB25745,11460872,0.6131,10/25/2018
ERX2816953,at_9_dap_5,30.72,24.93,0,siliques,--,--,--,PRJEB25745,10339559,0.625,10/25/2018
ERX2816954,at_9_dap_6,26.64,24.47,0,siliques,--,--,--,PRJEB25745,12427888,0.5663,10/25/2018
ERX2816955,at_9_dap_6,34.87,23.43,0,siliques,--,--,--,PRJEB25745,11375760,0.5759,10/25/2018
ERX2816956,at_12_dap_1,4.07,27.22,0,siliques,--,--,--,PRJEB25745,21438888,0.776,10/25/2018
ERX2816957,at_12_dap_2,8.64,29.44,0,siliques,--,--,--,PRJEB25745,25347365,0.8035,10/25/2018
ERX2816958,at_12_dap_3,4.57,34.47,0,siliques,--,--,--,PRJEB25745,25714195,0.861,10/25/2018
ERX2874949,SAMEA5066807,123.05,27.68,0,leaves,Col-0,wild type,Mock,PRJEB29530,39372653,0.9326,11/10/2018
ERX2874950,Col-0 H2O rep_b_p,102.69,30.01,0,leaves,Col-0,wild type,Mock,PRJEB29530,26969921,0.9085,11/10/2018
ERX2874951,SAMEA5066809,91.69,31.15,0,leaves,Col-0,wild type,Mock,PRJEB29530,19369956,0.9344,11/10/2018
ERX2874952,upl3-4 H2O rep_a_p,77.21,33.16,0,leaves,Col-0,upl3-4 (SALK_035524),--,PRJEB29530,46490098,0.9472,11/10/2018
ERX2874953,upl3-4 H2O rep_b_p,100.22,29.12,0,leaves,Col-0,upl3-4 (SALK_035524),--,PRJEB29530,21293263,0.9449,11/10/2018
ERX2874954,upl3-4 H2O rep_c_p,88.59,32.04,0,leaves,Col-0,upl3-4 (SALK_035524),--,PRJEB29530,20490399,0.9459,11/10/2018
ERX2874955,Col-0 SA rep_a_p,89.63,35.46,0,leaves,Col-0,wild type,SA,PRJEB29530,35849233,0.9366,11/10/2018
ERX2874956,Col-0 SA rep_b_p,85.31,35.04,0,leaves,Col-0,wild type,SA,PRJEB29530,41497610,0.9448,11/10/2018
ERX2874957,Col-0 SA rep_c_p,84.34,35.3,0,leaves,Col-0,wild type,SA,PRJEB29530,30755020,0.9432,11/10/2018
ERX2874958,upl3-4 SA rep_a_p,79.02,36.52,0,leaves,Col-0,upl3-4 (SALK_035524),--,PRJEB29530,30530630,0.9426,11/10/2018
ERX2874959,upl3-4 SA rep_c_p,85.32,34.92,0,leaves,Col-0,upl3-4 (SALK_035524),--,PRJEB29530,39175711,0.9439,11/10/2018
ERX3177481,CE4_1,79.17,33.14,0,leaves,--,--,Mock,PRJEB31094,8724496,0.908,2/13/2019
ERX3177482,CE4_1,72.64,31.79,0,leaves,--,--,Mock,PRJEB31094,8603213,0.9119,2/13/2019
ERX3177483,CE4_1,81.69,31.5,0,leaves,--,--,Mock,PRJEB31094,8565766,0.9115,2/13/2019
ERX3177484,CE4_1,77.05,34.53,0,leaves,--,--,Mock,PRJEB31094,7891848,0.9114,2/13/2019
ERX3177485,CE4_1,76.03,31.33,0,leaves,--,--,Mock,PRJEB31094,7882614,0.9098,2/13/2019
ERX3177486,CE4_1,75.92,32.53,0,leaves,--,--,Mock,PRJEB31094,7761710,0.9027,2/13/2019
ERX3177487,SAMEA5330714,87.28,32.44,0,leaves,--,--,Mock,PRJEB31094,8686098,0.8463,2/13/2019
ERX3177491,SAMEA5330714,91.56,30.88,0,leaves,--,--,Mock,PRJEB31094,8546117,0.8497,2/13/2019
ERX3177492,SAMEA5330714,86.78,30.91,0,leaves,--,--,Mock,PRJEB31094,8551922,0.8493,2/13/2019
ERX3177563,SAMEA5330714,82.2,32.11,0,leaves,--,--,Mock,PRJEB31094,8186365,0.8717,2/13/2019
ERX3177564,SAMEA5330714,90.4,32.59,0,leaves,--,--,Mock,PRJEB31094,8200770,0.8693,2/13/2019
ERX3177565,SAMEA5330714,86.8,31.17,0,leaves,--,--,Mock,PRJEB31094,8023069,0.8641,2/13/2019
ERX3177566,SAMEA5330715,80.17,31.33,0,leaves,--,--,Mock,PRJEB31094,9151718,0.8868,2/13/2019
ERX3177568,SAMEA5330715,80.52,31.98,0,leaves,--,--,Mock,PRJEB31094,9028204,0.8904,2/13/2019
ERX3177569,SAMEA5330715,85.53,33.78,0,leaves,--,--,Mock,PRJEB31094,8988943,0.8896,2/13/2019
ERX3177570,SAMEA5330715,86.68,32.37,0,leaves,--,--,Mock,PRJEB31094,8250442,0.8949,2/13/2019
ERX3177571,SAMEA5330715,85.66,32.1,0,leaves,--,--,Mock,PRJEB31094,8236761,0.8932,2/13/2019
ERX3177576,SAMEA5330715,86.38,31.67,0,leaves,--,--,Mock,PRJEB31094,8103174,0.8871,2/13/2019
ERX3177577,CE8_2,81.91,28.83,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,6086774,0.8965,2/13/2019
ERX3177578,CE8_2,79.77,27.5,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,5997802,0.9,2/13/2019
ERX3177579,CE8_2,81.24,27.66,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,6007335,0.8996,2/13/2019
ERX3177580,CE8_2,80.55,30.09,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,5802585,0.9076,2/13/2019
ERX3177581,CE8_2,83.59,27.88,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,5815977,0.9058,2/13/2019
ERX3177582,CE8_2,82,26.45,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,5714505,0.899,2/13/2019
ERX3177583,SAMEA5330717,79.14,30.32,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,7746624,0.9084,2/13/2019
ERX3177584,SAMEA5330717,80.98,28.91,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,7639247,0.9125,2/13/2019
ERX3177585,SAMEA5330717,83.48,29.36,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,7599929,0.9119,2/13/2019
ERX3177586,SAMEA5330717,83.39,26.88,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,6857441,0.912,2/13/2019
ERX3177587,SAMEA5330717,83.81,30.1,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,6846061,0.9104,2/13/2019
ERX3177588,SAMEA5330717,93.91,28.75,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,6825003,0.9035,2/13/2019
ERX3177589,CE8_4,79.22,29.36,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,7207165,0.8813,2/13/2019
ERX3177590,CE8_4,76.54,28.5,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,7105830,0.8851,2/13/2019
ERX3177591,CE8_4,72.28,28.91,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,7117072,0.8842,2/13/2019
ERX3177592,CE8_4,79.4,29.04,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,7073780,0.8933,2/13/2019
ERX3177593,CE8_4,80.98,29.39,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,7104132,0.8913,2/13/2019
ERX3177594,CE8_4,78.88,28.37,0,leaves,--,--,"old leaf under constant light, evening*",PRJEB31094,6940736,0.8852,2/13/2019
ERX3177595,CM4_2,103.96,29.48,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,7114080,0.9081,2/13/2019
ERX3177596,CM4_2,99.93,29.71,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,7006777,0.912,2/13/2019
ERX3177597,CM4_2,109.05,29.23,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,7019218,0.9109,2/13/2019
ERX3177598,CM4_2,100.55,29.79,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,7006408,0.909,2/13/2019
ERX3177599,CM4_2,102.75,30.23,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,7023522,0.9076,2/13/2019
ERX3177600,CM4_2,102.24,31.42,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,6837258,0.9008,2/13/2019
ERX3177601,CM4_3,79.47,32.31,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,8437607,0.8978,2/13/2019
ERX3177602,CM4_3,81.58,31.46,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,8314187,0.9018,2/13/2019
ERX3177603,CM4_3,81.54,30.41,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,8291216,0.901,2/13/2019
ERX3177604,CM4_3,81.42,29.78,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,7663487,0.903,2/13/2019
ERX3177605,CM4_3,81.73,30.81,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,7662098,0.901,2/13/2019
ERX3177606,CM4_3,88.99,30.16,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,7587107,0.8937,2/13/2019
ERX3177607,SAMEA5330721,82.15,33.36,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,11695620,0.9061,2/13/2019
ERX3177608,SAMEA5330721,80.25,32.19,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,11516131,0.91,2/13/2019
ERX3177609,SAMEA5330721,86.41,32.95,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,11510043,0.9093,2/13/2019
ERX3177610,SAMEA5330721,85.3,33.6,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,10925237,0.9091,2/13/2019
ERX3177611,SAMEA5330721,82.26,32.81,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,10889449,0.9074,2/13/2019
ERX3177612,SAMEA5330721,83.77,33.89,0,leaves,--,--,"young leaf under constant light, morning*",PRJEB31094,10774516,0.9008,2/13/2019
ERX3177709,CM8_1,88.29,30.55,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,15386933,0.9013,2/13/2019
ERX3177710,CM8_1,86.59,32.41,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,15162453,0.9055,2/13/2019
ERX3177711,CM8_1,87.22,31.07,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,15097693,0.9047,2/13/2019
ERX3177712,CM8_1,90.97,31.27,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,13854026,0.9076,2/13/2019
ERX3177713,CM8_1,89.6,30.73,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,13835437,0.9061,2/13/2019
ERX3177714,CM8_1,90.4,31.25,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,13585122,0.8997,2/13/2019
ERX3177715,CM8_2,107.89,28.49,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,8586645,0.8943,2/13/2019
ERX3177716,CM8_2,108.08,29.84,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,8467113,0.8979,2/13/2019
ERX3177717,CM8_2,107.17,29.43,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,8480453,0.8975,2/13/2019
ERX3177718,CM8_2,99.54,27.59,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,8231460,0.9048,2/13/2019
ERX3177719,CM8_2,109.96,28.8,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,8241999,0.9032,2/13/2019
ERX3177720,CM8_2,114.71,30.5,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,8054523,0.8967,2/13/2019
ERX3177721,CM8_4,96.59,29.94,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,11671159,0.9013,2/13/2019
ERX3177722,CM8_4,93,30.26,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,11488634,0.9054,2/13/2019
ERX3177727,CM8_4,98.25,33.16,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,11451237,0.9051,2/13/2019
ERX3177728,CM8_4,95.57,29.73,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,10378023,0.9069,2/13/2019
ERX3177729,CM8_4,97.71,32.19,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,10339293,0.9049,2/13/2019
ERX3177730,CM8_4,98.94,27.59,0,leaves,--,--,"old leaf under constant light, morning*",PRJEB31094,10247442,0.8984,2/13/2019
ERX3177731,SAMEA5330725,84.31,32.97,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8204717,0.8599,2/13/2019
ERX3177751,SAMEA5330725,93.36,29.31,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8086438,0.8636,2/13/2019
ERX3177787,SAMEA5330725,90.05,30.07,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8052813,0.8632,2/13/2019
ERX3177788,SAMEA5330725,96.79,30.64,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,7268767,0.8779,2/13/2019
ERX3177789,SAMEA5330725,95.39,32.97,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,7257641,0.8757,2/13/2019
ERX3177790,SAMEA5330725,95.19,30.26,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,7145799,0.8705,2/13/2019
ERX3177791,SE4_2,89.21,31.46,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,9000848,0.9026,2/13/2019
ERX3177792,SE4_2,86.11,29.66,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8880003,0.9066,2/13/2019
ERX3177793,SE4_2,89.63,33,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8871004,0.9061,2/13/2019
ERX3177794,SE4_2,94.09,31.52,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8501763,0.908,2/13/2019
ERX3177795,SE4_2,91.84,32.21,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8506391,0.9062,2/13/2019
ERX3177796,SE4_2,89.39,31.24,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8338465,0.8993,2/13/2019
ERX3177797,SAMEA5330727,89.1,30.89,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8987968,0.8725,2/13/2019
ERX3177798,SAMEA5330727,87.94,33.38,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8861175,0.8759,2/13/2019
ERX3177799,SAMEA5330727,86.25,32.8,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8845981,0.8754,2/13/2019
ERX3177800,SAMEA5330727,87.87,31.93,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8307149,0.8886,2/13/2019
ERX3177801,SAMEA5330727,89.78,31.72,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8310945,0.8868,2/13/2019
ERX3177802,SAMEA5330727,92.95,30.26,0,leaves,--,--,"yound leaf under fluctuating light, evening*",PRJEB31094,8181085,0.8808,2/13/2019
ERX3177803,SE8_1,85.2,31.36,0,leaves,--,--,"old leaf under fluctuating light, evening*",PRJEB31094,12126491,0.8639,2/13/2019
ERX3177804,SE8_1,85.21,30,0,leaves,--,--,"old leaf under fluctuating light, evening*",PRJEB31094,11975760,0.8675,2/13/2019
ERX3177814,SE8_1,83.92,29.78,0,leaves,--,--,"old leaf under fluctuating light, evening*",PRJEB31094,12009683,0.867,2/13/2019
ERX3177815,SE8_1,80.17,29.74,0,leaves,--,--,"old leaf under fluctuating light, evening*",PRJEB31094,11923404,0.8841,2/13/2019
ERX3177816,SE8_1,87.91,29.29,0,leaves,--,--,"old leaf under fluctuating light, evening*",PRJEB31094,11981706,0.8819,2/13/2019
ERX3177817,SE8_1,87.09,31.79,0,leaves,--,--,"old leaf under fluctuating light, evening*",PRJEB31094,11871591,0.8758,2/13/2019
ERX3177818,SE8_3,82.98,29.89,0,leaves,--,--,"old leaf under fluctuating light, evening*",PRJEB31094,9056975,0.8461,2/13/2019
