Sample,Project,SampleName,PMID,Genotype,Ecotype,Tissue_raw,TotalReads,UniqueMappedRate,ReleaseDate,Count,Tissue,VegetativeRepro,AboveBelow
GSM3415635,PRJNA494541,SRDX9b,30989238,pUBI10::GFP:IDD4:SRDX,Col-0,14 day-old seedling,30280066,0.89,10/29/2019,,other,other,other
GSM3416966,PRJNA494693,Aerated Bio Rep1,30865661,/,Col-0,shoots,56690298,0.89,3/21/2019,31,Shoot,Vegetative,Above
GSM3416967,PRJNA494693,Non Aerated Bio Rep1,30865661,/,Col-0,shoots,53144616,0.89,3/21/2019,31,Shoot,Vegetative,Above
GSM3416968,PRJNA494693,Aerated Bio Rep2,30865661,/,Col-0,shoots,42884694,0.89,3/21/2019,31,Shoot,Vegetative,Above
GSM3416969,PRJNA494693,Non Aerated Bio Rep2,30865661,/,Col-0,shoots,39066420,0.88,3/21/2019,31,Shoot,Vegetative,Above
GSM3416970,PRJNA494693,Aerated Bio Rep3,30865661,/,Col-0,shoots,41720342,0.86,3/21/2019,31,Shoot,Vegetative,Above
GSM3416971,PRJNA494693,Non Aerated Bio Rep3,30865661,/,Col-0,shoots,48847632,0.89,3/21/2019,31,Shoot,Vegetative,Above
GSM3416972,PRJNA494693,Aerated Bio Rep4,30865661,/,Col-0,shoots,55435778,0.9,3/21/2019,31,Shoot,Vegetative,Above
GSM3416973,PRJNA494693,Non Aerated Bio Rep4,30865661,/,Col-0,shoots,67880637,0.89,3/21/2019,31,Shoot,Vegetative,Above
GSM3430686,PRJNA494693,Second Micropore Bio Rep1,30865661,/,Col-0,shoots,35643444,0.85,3/21/2019,31,Shoot,Vegetative,Above
GSM3430687,PRJNA494693,Second Micropore Bio Rep2,30865661,/,Col-0,shoots,24012110,0.86,3/21/2019,31,Shoot,Vegetative,Above
GSM3430688,PRJNA494693,Second Micropore Bio Rep3,30865661,/,Col-0,shoots,31603464,0.87,3/21/2019,31,Shoot,Vegetative,Above
GSM3430689,PRJNA494693,Second Micropore Bio Rep4,30865661,/,Col-0,shoots,36181252,0.87,3/21/2019,31,Shoot,Vegetative,Above
GSM3430690,PRJNA494693,Second Non-Aerated Bio Rep1,30865661,/,Col-0,shoots,36594656,0.89,3/21/2019,31,Shoot,Vegetative,Above
GSM3430691,PRJNA494693,Second Non-Aerated Bio Rep2,30865661,/,Col-0,shoots,34927960,0.87,3/21/2019,31,Shoot,Vegetative,Above
GSM3430692,PRJNA494693,Second Non-Aerated Bio Rep3,30865661,/,Col-0,shoots,32967677,0.85,3/21/2019,31,Shoot,Vegetative,Above
GSM3430693,PRJNA494693,Second Non-Aerated Bio Rep4,30865661,/,Col-0,shoots,23696983,0.86,3/21/2019,31,Shoot,Vegetative,Above
GSM3430694,PRJNA494693,Second Aerated Bio Rep1,30865661,/,Col-0,shoots,26667212,0.79,3/21/2019,31,Shoot,Vegetative,Above
GSM3430695,PRJNA494693,Second Aerated Bio Rep2,30865661,/,Col-0,shoots,19240714,0.85,3/21/2019,31,Shoot,Vegetative,Above
GSM3430697,PRJNA494693,Second Aerated Bio Rep4,30865661,/,Col-0,shoots,24382296,0.86,3/21/2019,31,Shoot,Vegetative,Above
GSM3423801,PRJNA495335,EC-1,31080059,/,Col-0,Egg Cell,24896719,0.83,5/13/2019,,other,other,other
GSM3423802,PRJNA495335,EC-2,31080059,/,Col-0,Egg Cell,23883266,0.84,5/13/2019,,other,other,other
GSM3423803,PRJNA495335,EC-3,31080059,/,Col-0,Egg Cell,23116377,0.79,5/13/2019,,other,other,other
GSM3423804,PRJNA495335,Zy14-1,31080059,/,Col-0,zygote,28240139,0.83,5/13/2019,,other,other,other
GSM3423805,PRJNA495335,Zy14-2,31080059,/,Col-0,zygote,26297896,0.87,5/13/2019,,other,other,other
GSM3423806,PRJNA495335,Zy14-3,31080059,/,Col-0,zygote,23449234,0.89,5/13/2019,,other,other,other
GSM3423807,PRJNA495335,Zy24-1,31080059,/,Col-0,zygote,45999902,0.76,5/13/2019,,other,other,other
GSM3423808,PRJNA495335,Zy24-2,31080059,/,Col-0,zygote,29381211,0.78,5/13/2019,,other,other,other
GSM3423809,PRJNA495335,Zy24-3,31080059,/,Col-0,zygote,24458463,0.75,5/13/2019,,other,other,other
GSM3423810,PRJNA495335,1C-1,31080059,/,Col-0,embryo,30952209,0.79,5/13/2019,,other,other,other
GSM3423811,PRJNA495335,1C-2,31080059,/,Col-0,embryo,34122495,0.8,5/13/2019,,other,other,other
GSM3423812,PRJNA495335,1C-3,31080059,/,Col-0,embryo,30946747,0.8,5/13/2019,,other,other,other
GSM3423813,PRJNA495335,32C-1,31080059,/,Col-0,embryo,28617212,0.76,5/13/2019,,other,other,other
GSM3423815,PRJNA495335,32C-3,31080059,/,Col-0,embryo,31072270,0.75,5/13/2019,,other,other,other
GSM3423816,PRJNA495335,LZy14-1,31080059,/,Ler x Col,zygote,25061661,0.81,5/13/2019,,other,other,other
GSM3423817,PRJNA495335,LZy14-2,31080059,/,Ler x Col,zygote,24291423,0.78,5/13/2019,,other,other,other
GSM3423818,PRJNA495335,LZy14-3,31080059,/,Ler x Col,zygote,30335029,0.79,5/13/2019,,other,other,other
GSM3423819,PRJNA495335,CZy14-1,31080059,/,Col x Ler,zygote,27427242,0.84,5/13/2019,,other,other,other
GSM3423820,PRJNA495335,CZy14-2,31080059,/,Col x Ler,zygote,24589120,0.87,5/13/2019,,other,other,other
GSM3423821,PRJNA495335,CZy14-3,31080059,/,Col x Ler,zygote,23908109,0.86,5/13/2019,,other,other,other
SRX5413162,PRJNA497671,WT_RNA_seq_rep2,31039799,wild type,Col-0,leaf,15701841,0.87,4/11/2019,871,Leaf,Vegetative,Above
SRX5413163,PRJNA497671,WT_RNA_seq_rep1,31039799,wild type,Col-0,leaf,15599256,0.83,4/11/2019,871,Leaf,Vegetative,Above
SRX5413164,PRJNA497671,crwn1_RNA_seq_rep1,31039799,crwn1,Col-0,leaf,20686674,0.86,4/11/2019,871,Leaf,Vegetative,Above
SRX5413165,PRJNA497671,WT_RNA_seq_rep3,31039799,wild type,Col-0,leaf,15849662,0.84,4/11/2019,871,Leaf,Vegetative,Above
SRX5413166,PRJNA497671,crwn1_RNA_seq_rep3,31039799,crwn1,Col-0,leaf,22008827,0.87,4/11/2019,871,Leaf,Vegetative,Above
SRX5413167,PRJNA497671,crwn1_RNA_seq_rep2,31039799,crwn1,Col-0,leaf,19958924,0.87,4/11/2019,871,Leaf,Vegetative,Above
GSM3439286,PRJNA497806,OLEOp:GmPSK��1,30756185,OLEOp:GmPSKgamma1,/,Developing seed,21405089,0.87,4/20/2019,,other,other,other
GSM3439287,PRJNA497806,OLEOp:GmPSK��1tc,30756185,OLEOp:GmPSKgamma1tc,/,Developing seed,19924059,0.88,4/20/2019,,other,other,other
GSM3443221,PRJNA498071,Col-r2,30765479,wild type,Col-0,7-day-old whole seedling,18530232,0.89,5/16/2019,,other,other,other
GSM3443222,PRJNA498071,Col-r3,30765479,wild type,Col-0,7-day-old whole seedling,19566606,0.93,5/16/2019,,other,other,other
GSM3443223,PRJNA498071,hda9-hos15-r2,30765479,"hda9 SALK_007123, hos15-2 SALK_064435",Col-0,7-day-old whole seedling,19912543,0.91,5/16/2019,,other,other,other
GSM3443224,PRJNA498071,hda9-hos15-r3,30765479,"hda9 SALK_007123, hos15-2 SALK_064435",Col-0,7-day-old whole seedling,16186351,0.91,5/16/2019,,other,other,other
GSM3443225,PRJNA498071,hda9-r2,30765479,hda9 SALK_007123,Col-0,7-day-old whole seedling,17536705,0.9,5/16/2019,,other,other,other
GSM3443226,PRJNA498071,hda9-r3,30765479,hda9 SALK_007123,Col-0,7-day-old whole seedling,15989406,0.92,5/16/2019,,other,other,other
GSM3443227,PRJNA498071,hos15-r2,30765479,hos15-2 SALK_064435,Col-0,7-day-old whole seedling,17632237,0.92,5/16/2019,,other,other,other
GSM3443228,PRJNA498071,hos15-r3,30765479,hos15-2 SALK_064435,Col-0,7-day-old whole seedling,16234315,0.87,5/16/2019,,other,other,other
GSM3443229,PRJNA498071,pwr-r2,30765479,pwr SALK_071811C,Col-0,7-day-old whole seedling,18299608,0.91,5/16/2019,,other,other,other
GSM3443230,PRJNA498071,pwr-r3,30765479,pwr SALK_071811C,Col-0,7-day-old whole seedling,19104756,0.84,5/16/2019,,other,other,other
GSM3443231,PRJNA498076,B2 Rep 2,30760638,/,Col-0,leaves,51339943,0.92,5/16/2019,3633,Leaf,Vegetative,Above
GSM3443232,PRJNA498076,B2 Rep 3,30760638,/,Col-0,leaves,45756554,0.93,5/16/2019,3633,Leaf,Vegetative,Above
GSM3443233,PRJNA498076,B2 Rep 4,30760638,/,Col-0,leaves,41227416,0.91,5/16/2019,3633,Leaf,Vegetative,Above
GSM3443234,PRJNA498076,EV-B3 Rep 2,30760638,/,Col-0,leaves,41168546,0.91,5/16/2019,3633,Leaf,Vegetative,Above
GSM3443235,PRJNA498076,EV-B3 Rep 3,30760638,/,Col-0,leaves,40885391,0.91,5/16/2019,3633,Leaf,Vegetative,Above
GSM3443236,PRJNA498076,EV-B3 Rep 4,30760638,/,Col-0,leaves,48055973,0.91,5/16/2019,3633,Leaf,Vegetative,Above
SRX4941715,PRJNA498324,WTE2,32003746,wild type,Col-0,Etiolated Cotyledon,9108121,0.78,4/22/2019,8,Cotyledon,Vegetative,Above
SRX4941716,PRJNA498324,WTE1,32003746,wild type,Col-0,Etiolated Cotyledon,6569737,0.76,4/22/2019,8,Cotyledon,Vegetative,Above
SRX4941717,PRJNA498324,WTE4,32003746,wild type,Col-0,Etiolated Cotyledon,4678083,0.79,4/22/2019,8,Cotyledon,Vegetative,Above
SRX4941718,PRJNA498324,WTE3,32003746,wild type,Col-0,Etiolated Cotyledon,5738821,0.8,4/22/2019,8,Cotyledon,Vegetative,Above
SRX4941719,PRJNA498324,WTL4,32003746,wild type,Col-0,Leaf,11552131,0.93,4/22/2019,104,Leaf,Vegetative,Above
SRX4941720,PRJNA498324,WTL2,32003746,wild type,Col-0,Leaf,7904795,0.84,4/22/2019,104,Leaf,Vegetative,Above
SRX4941721,PRJNA498324,WTL6,32003746,wild type,Col-0,Leaf,10527273,0.89,4/22/2019,104,Leaf,Vegetative,Above
SRX4941722,PRJNA498324,WTL5,32003746,wild type,Col-0,Leaf,12607474,0.89,4/22/2019,104,Leaf,Vegetative,Above
SRX4941723,PRJNA498324,ccr2L2,32003746,ccr2*,Col-0,Leaf,9269991,0.94,4/22/2019,104,Leaf,Vegetative,Above
SRX4941724,PRJNA498324,ccr2L1,32003746,ccr2*,Col-0,Leaf,10216502,0.87,4/22/2019,104,Leaf,Vegetative,Above
SRX4941725,PRJNA498324,c_zL1,32003746,rccr2-155*,Col-0,Leaf,8441175,0.79,4/22/2019,104,Leaf,Vegetative,Above
SRX4941726,PRJNA498324,ccrEC,32003746,ccr2*,Col-0,Etiolated Cotyledon,10705708,0.94,4/22/2019,8,Cotyledon,Vegetative,Above
SRX4941727,PRJNA498324,c_zL5,32003746,rccr2-155*,Col-0,Leaf,19483820,0.84,4/22/2019,104,Leaf,Vegetative,Above
SRX4941728,PRJNA498324,c_zL3,32003746,rccr2-155*,Col-0,Leaf,14566550,0.89,4/22/2019,104,Leaf,Vegetative,Above
SRX4941729,PRJNA498324,ccr2L6,32003746,ccr2*,Col-0,Leaf,12815098,0.88,4/22/2019,104,Leaf,Vegetative,Above
SRX4941730,PRJNA498324,ccr2L3,32003746,ccr2*,Col-0,Leaf,10292431,0.88,4/22/2019,104,Leaf,Vegetative,Above
SRX4941731,PRJNA498324,ccrE4,32003746,ccr2*,Col-0,Etiolated Cotyledon,8656525,0.78,4/22/2019,8,Cotyledon,Vegetative,Above
SRX4941733,PRJNA498324,ccrE1,32003746,ccr2*,Col-0,Etiolated Cotyledon,8046254,0.75,4/22/2019,8,Cotyledon,Vegetative,Above
SRX4941734,PRJNA498324,c_zL6,32003746,rccr2-155*,Col-0,Leaf,13690684,0.91,4/22/2019,104,Leaf,Vegetative,Above
SRX4941736,PRJNA498324,c_ZE3,32003746,rccr2-155*,Col-0,Etiolated Cotyledon,8987951,0.84,4/22/2019,8,Cotyledon,Vegetative,Above
SRX5016264,PRJNA504534,Col_D,/,wild type,Col-0,Leaves,24326018,0.95,2/25/2019,39,Leaf,Vegetative,Above
SRX5016265,PRJNA504534,Col_D,/,wild type,Col-0,Leaves,24539316,0.95,2/25/2019,39,Leaf,Vegetative,Above
SRX5016266,PRJNA504534,rgl3_D,/,rgl3*,Col-0,Leaves,22517085,0.93,2/25/2019,39,Leaf,Vegetative,Above
SRX5016267,PRJNA504534,rgl3_D,/,rgl3*,Col-0,Leaves,31802756,0.92,2/25/2019,39,Leaf,Vegetative,Above
SRX5016268,PRJNA504534,eds1_D,/,eds1*,Col-0,Leaves,22619142,0.96,2/25/2019,39,Leaf,Vegetative,Above
SRX5016269,PRJNA504534,Col_Mock,/,wild type,Col-0,Leaves,29550015,0.95,2/25/2019,39,Leaf,Vegetative,Above
SRX5016270,PRJNA504534,Col_D,/,wild type,Col-0,Leaves,26961137,0.96,2/25/2019,39,Leaf,Vegetative,Above
SRX5016271,PRJNA504534,Col_Mock,/,wild type,Col-0,Leaves,28751379,0.95,2/25/2019,39,Leaf,Vegetative,Above
SRX5016272,PRJNA504534,Col_Mock,/,wild type,Col-0,Leaves,28766136,0.95,2/25/2019,39,Leaf,Vegetative,Above
SRX5016273,PRJNA504534,eds1_D,/,eds1*,Col-0,Leaves,28388137,0.95,2/25/2019,39,Leaf,Vegetative,Above
SRX5016274,PRJNA504534,rgl3_D,/,rgl3*,Col-0,Leaves,31908350,0.91,2/25/2019,39,Leaf,Vegetative,Above
SRX5016275,PRJNA504534,eds1_D,/,eds1*,Col-0,Leaves,24705989,0.96,2/25/2019,39,Leaf,Vegetative,Above
GSM3463986,PRJNA504621,ein6-1_ET_rep2_RNA-seq,31418686,ein6-1,Ler,etiolated seedlings,14829644,0.77,8/24/2019,,other,other,other
GSM3463999,PRJNA504621,Col-0_air_rep1_RNA-seq,31418686,wild type,Col-0,etiolated seedlings,7725870,0.79,8/24/2019,,other,other,other
GSM3464000,PRJNA504621,Col-0_air_rep2_RNA-seq,31418686,wild type,Col-0,etiolated seedlings,8742417,0.81,8/24/2019,,other,other,other
GSM3464001,PRJNA504621,een-2_air_rep1_RNA-seq,31418686,een-2,Col-0,etiolated seedlings,10691746,0.82,8/24/2019,,other,other,other
GSM3464002,PRJNA504621,een-2_air_rep2_RNA-seq,31418686,een-2,Col-0,etiolated seedlings,13313533,0.84,8/24/2019,,other,other,other
GSM3464003,PRJNA504621,ino80-8_air_rep1_RNA-seq,31418686,ino80-8,Col-0,etiolated seedlings,8881573,0.85,8/24/2019,,other,other,other
GSM3464004,PRJNA504621,ino80-8_air_rep2_RNA-seq,31418686,ino80-8,Col-0,etiolated seedlings,10020029,0.85,8/24/2019,,other,other,other
GSM3464005,PRJNA504621,arp5-1_air_rep1_RNA-seq,31418686,arp5-1,Col-0,etiolated seedlings,17927541,0.81,8/24/2019,,other,other,other
GSM3464006,PRJNA504621,arp5-1_air_rep2_RNA-seq,31418686,arp5-1,Col-0,etiolated seedlings,22116485,0.84,8/24/2019,,other,other,other
GSM3465894,PRJNA504886,wt_RNA_rep2,31732458,wild type,/,2 week old seedlings,34735958,0.84,1/28/2019,,other,other,other
GSM3465895,PRJNA504886,wt_RNA_rep3,31732458,wild type,/,2 week old seedlings,23333193,0.81,1/28/2019,,other,other,other
GSM3465896,PRJNA504886,wt_RNA_rep4,31732458,wild type,/,2 week old seedlings,33138464,0.82,1/28/2019,,other,other,other
GSM3465897,PRJNA504886,h1_RNA_rep1,/,/,/,/,25046303,0.82,1/28/2019,,other,other,other
GSM3465898,PRJNA504886,h1_RNA_rep2,/,/,/,/,17221152,0.77,1/28/2019,,other,other,other
GSM3465900,PRJNA504886,h1_RNA_rep4,/,/,/,/,22824900,0.85,1/28/2019,,other,other,other
GSM3465901,PRJNA504886,met1_RNA_rep1,31732458,met1-6*,/,2 week old seedlings,23427627,0.84,1/28/2019,,other,other,other
GSM3465902,PRJNA504886,met1_RNA_rep2,31732458,met1-6*,/,2 week old seedlings,21117456,0.84,1/28/2019,,other,other,other
GSM3465903,PRJNA504886,met1_RNA_rep3,31732458,met1-6*,/,2 week old seedlings,24324517,0.83,1/28/2019,,other,other,other
GSM3465904,PRJNA504886,h1met1_RNA_rep1,31732458,h1.1 h1.2 met1-6*,/,2 week old seedlings,32794714,0.78,1/28/2019,,other,other,other
GSM3465905,PRJNA504886,h1met1_RNA_rep2,31732458,h1.1 h1.2 met1-6*,/,2 week old seedlings,41416229,0.8,1/28/2019,,other,other,other
GSM3465906,PRJNA504886,h1met1_RNA_rep3,31732458,h1.1 h1.2 met1-6*,/,2 week old seedlings,30744954,0.75,1/28/2019,,other,other,other
GSM3465944,PRJNA504886,h1_RNA_leaves_rep1,31732458,h1.1 h1.2*,/,leaf tissue,11585093,0.79,1/28/2019,19,Leaf,Vegetative,Above
GSM4074724,PRJNA504886,wt_RNA_leaves_rep1,31732458,wild type,/,leaf tissue,37994000,0.78,11/21/2019,19,Leaf,Vegetative,Above
GSM4074725,PRJNA504886,wt_RNA_leaves_rep2,31732458,wild type,/,leaf tissue,49569637,0.79,11/21/2019,19,Leaf,Vegetative,Above
GSM4074726,PRJNA504886,wt_RNA_leaves_rep3,31732458,wild type,/,leaf tissue,26896093,0.79,11/21/2019,19,Leaf,Vegetative,Above
GSM4074727,PRJNA504886,wt_RNA_leaves_rep4,31732458,wild type,/,leaf tissue,34612724,0.79,11/21/2019,19,Leaf,Vegetative,Above
GSM4074728,PRJNA504886,wt_RNA_leaves_rep5,31732458,wild type,/,leaf tissue,42322780,0.8,11/21/2019,19,Leaf,Vegetative,Above
GSM4074729,PRJNA504886,wt_RNA_leaves_rep6,31732458,wild type,/,leaf tissue,28700906,0.81,11/21/2019,19,Leaf,Vegetative,Above
GSM4074730,PRJNA504886,wt_RNA_leaves_rep7,31732458,wild type,/,leaf tissue,45299627,0.77,11/21/2019,19,Leaf,Vegetative,Above
GSM4074731,PRJNA504886,wt_RNA_leaves_rep8,31732458,wild type,/,leaf tissue,50642724,0.78,11/21/2019,19,Leaf,Vegetative,Above
GSM4074732,PRJNA504886,wt_RNA_leaves_rep9,31732458,wild type,/,leaf tissue,29617876,0.78,11/21/2019,19,Leaf,Vegetative,Above
GSM4074733,PRJNA504886,wt_RNA_rep5,31732458,wild type,/,2 week old seedlings,54676217,0.8,11/21/2019,,other,other,other
GSM4074734,PRJNA504886,wt_RNA_rep6,31732458,wild type,/,2 week old seedlings,56406627,0.82,11/21/2019,,other,other,other
GSM4074739,PRJNA504886,met1_RNA_leaves_rep1,31732458,met1,/,leaf tissue,75417582,0.76,11/21/2019,19,Leaf,Vegetative,Above
GSM4074740,PRJNA504886,met1_RNA_leaves_rep2,31732458,met1,/,leaf tissue,28849726,0.77,11/21/2019,19,Leaf,Vegetative,Above
GSM4074741,PRJNA504886,met1_RNA_leaves_rep3,31732458,met1,/,leaf tissue,72326897,0.76,11/21/2019,19,Leaf,Vegetative,Above
GSM4074742,PRJNA504886,met1_RNA_leaves_rep4,31732458,met1,/,leaf tissue,27419617,0.78,11/21/2019,19,Leaf,Vegetative,Above
GSM4074743,PRJNA504886,met1_RNA_leaves_rep5,31732458,met1,/,leaf tissue,59414156,0.78,11/21/2019,19,Leaf,Vegetative,Above
GSM4074744,PRJNA504886,met1_RNA_leaves_rep6,31732458,met1,/,leaf tissue,35538078,0.79,11/21/2019,19,Leaf,Vegetative,Above
GSM4074748,PRJNA504886,h1met1_RNA_leaves_rep4,31732458,h1met1,/,leaf tissue,46504820,0.77,11/21/2019,19,Leaf,Vegetative,Above
GSM4074749,PRJNA504886,h1met1_RNA_leaves_rep5,31732458,h1met1,/,leaf tissue,49607236,0.78,11/21/2019,19,Leaf,Vegetative,Above
GSM4074750,PRJNA504886,h1met1_RNA_leaves_rep6,31732458,h1met1,/,leaf tissue,28647097,0.78,11/21/2019,19,Leaf,Vegetative,Above
SRX5001633,PRJNA505089,jmj13-WT,30899015,wild type,Col-0,Newly fertilized silique,28353677,0.88,12/12/2019,,other,other,other
SRX5001634,PRJNA505089,jmj13-mut,30899015,jmj13-mut,Col-0,Newly fertilized silique,27131997,0.9,12/12/2019,,other,other,other
GSM3466503,PRJNA505255,Columbia gynoecia,31262724,wild type,Col-0,gynoecia,10790870,0.82,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466504,PRJNA505255,Columbia gynoecia,31262724,wild type,Col-0,gynoecia,12692511,0.82,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466505,PRJNA505255,Columbia gynoecia,31262724,wild type,Col-0,gynoecia,6602622,0.82,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466506,PRJNA505255,Columbia gynoecia,31262724,wild type,Col-0,gynoecia,9599699,0.83,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466507,PRJNA505255,arf6arf8 gynoecia,31262724,arf6arf8,Col-0,gynoecia,15584888,0.82,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466508,PRJNA505255,arf6arf8 gynoecia,31262724,arf6arf8,Col-0,gynoecia,16101255,0.82,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466509,PRJNA505255,mARF8 3B gynoecia,31262724,mARF8 3B,Col-0,gynoecia,7492193,0.82,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466510,PRJNA505255,mARF8 3B gynoecia,31262724,mARF8 3B,Col-0,gynoecia,3955201,0.82,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466511,PRJNA505255,mARF8 3B gynoecia,31262724,mARF8 3B,Col-0,gynoecia,5588678,0.82,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466512,PRJNA505255,mARF8 3B gynoecia,31262724,mARF8 3B,Col-0,gynoecia,5461380,0.82,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466513,PRJNA505255,Pstk_axr3 gynoecia,31262724,Pstk_axr3,Col-0,gynoecia,9501435,0.82,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466514,PRJNA505255,Pstk_axr3 gynoecia,31262724,Pstk_axr3,Col-0,gynoecia,6472384,0.82,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466515,PRJNA505255,Pstk_axr3-1 gynoecia,31262724,Pstk_axr3,Col-0,gynoecia,11803237,0.83,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466516,PRJNA505255,ColxPstk_axr3 gynoecia,31262724,Pstk_axr3,Col-0,gynoecia,5560387,0.83,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466517,PRJNA505255,arf6 Pstk_axr3 15-5 gynoecia,31262724,arf6 Pstk_axr3 15-5,Col-0,gynoecia,7804005,0.83,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466518,PRJNA505255,arf6 Pstk_axr3 25-2 gynoecia,31262724,arf6 Pstk_axr3 15-5,Col-0,gynoecia,16382428,0.83,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466519,PRJNA505255,arf6 Pstk_axr3 15-5 gynoecia,31262724,arf6 Pstk_axr3 15-5,Col-0,gynoecia,7862041,0.83,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466520,PRJNA505255,arf6 Pstk_axr3 25-2 gynoecia,31262724,arf6 Pstk_axr3 15-5,Col-0,gynoecia,9436971,0.83,7/16/2019,18,Reproductive- Other,Reproductive,Above
GSM3466521,PRJNA505255,Columbia stamens,31262724,wild type,Col-0,stamens,4320649,0.82,7/16/2019,9,Stamen,Reproductive,Above
GSM3466522,PRJNA505255,Columbia stamens,31262724,wild type,Col-0,stamens,5957055,0.82,7/16/2019,9,Stamen,Reproductive,Above
GSM3466523,PRJNA505255,Columbia stamens,31262724,wild type,Col-0,stamens,4781009,0.81,7/16/2019,9,Stamen,Reproductive,Above
GSM3466524,PRJNA505255,arf6arf8 stamens,31262724,arf6arf8,Col-0,stamens,13774806,0.81,7/16/2019,9,Stamen,Reproductive,Above
GSM3466525,PRJNA505255,arf6arf8 stamens,31262724,arf6arf8,Col-0,stamens,10516159,0.81,7/16/2019,9,Stamen,Reproductive,Above
GSM3466526,PRJNA505255,mARF8 3B stamens,31262724,mARF8 4B,Col-0,stamens,6104934,0.81,7/16/2019,9,Stamen,Reproductive,Above
GSM3466527,PRJNA505255,mARF8 4B stamens,31262724,mARF8 4B,Col-0,stamens,5481002,0.82,7/16/2019,9,Stamen,Reproductive,Above
GSM3466528,PRJNA505255,mARF8 3B stamens,31262724,mARF8 4B,Col-0,stamens,10891447,0.82,7/16/2019,9,Stamen,Reproductive,Above
GSM3466529,PRJNA505255,mARF8 T1s stamens,31262724,mARF8 4B,Col-0,stamens,5579858,0.82,7/16/2019,9,Stamen,Reproductive,Above
GSM3466741,PRJNA505275,Col-0 RNA-seq,32197081,wild type,Col-0,Apical portions of plants (cut in hypocotyl),18190627,0.76,3/19/2020,11,Root,Root,Below
GSM3466742,PRJNA505275,Col-0 RNA-seq,32197081,wild type,Col-0,Apical portions of plants (cut in hypocotyl),16754929,0.75,3/19/2020,11,Root,Root,Below
GSM3466743,PRJNA505275,sob3-6 RNA-seq,32197081,sob3-6,Col-0,Apical portions of plants (cut in hypocotyl),13926024,0.77,3/19/2020,11,Root,Root,Below
GSM3466744,PRJNA505275,sob3-6 RNA-seq,32197081,sob3-6,Col-0,Apical portions of plants (cut in hypocotyl),11354647,0.76,3/19/2020,11,Root,Root,Below
GSM3466745,PRJNA505275,sob3-6 RNA-seq,32197081,sob3-6,Col-0,Apical portions of plants (cut in hypocotyl),13790624,0.78,3/19/2020,11,Root,Root,Below
GSM3466746,PRJNA505275,SOB3-D RNA-seq,32197081,SOB3-D,Col-0,Apical portions of plants (cut in hypocotyl),8326869,0.81,3/19/2020,11,Root,Root,Below
GSM3466747,PRJNA505275,SOB3-D RNA-seq,32197081,SOB3-D,Col-0,Apical portions of plants (cut in hypocotyl),10085535,0.78,3/19/2020,11,Root,Root,Below
GSM3466748,PRJNA505275,SOB3-D RNA-seq,32197081,SOB3-D,Col-0,Apical portions of plants (cut in hypocotyl),9239807,0.82,3/19/2020,11,Root,Root,Below
GSM3466749,PRJNA505275,pif4 pif5 pif7 RNA-seq,32197081,pif4-101 pif5(pil6-1) pif7-1,Col-0,Apical portions of plants (cut in hypocotyl),15769739,0.76,3/19/2020,11,Root,Root,Below
GSM3466750,PRJNA505275,pif4 pif5 pif7 RNA-seq,32197081,pif4-101 pif5(pil6-1) pif7-1,Col-0,Apical portions of plants (cut in hypocotyl),16171164,0.78,3/19/2020,11,Root,Root,Below
GSM3466751,PRJNA505275,pif4 pif5 pif7 RNA-seq,32197081,pif4-101 pif5(pil6-1) pif7-1,Col-0,Apical portions of plants (cut in hypocotyl),14904904,0.8,3/19/2020,11,Root,Root,Below
GSM3475783,PRJNA505705,WUS-GR RNA-Seq1,"32376862, 31704928",pUBI10::mCherry-GR-linker-WUS,/,Whole seedlings,23360871,0.87,11/12/2019,,other,other,other
GSM3475784,PRJNA505705,Col-0 RNA-Seq1,"32376862, 31704928",wild type,Col-0,Whole seedlings,17381629,0.9,11/12/2019,,other,other,other
GSM3475785,PRJNA505705,WUS-GR RNA-Seq2,"32376862, 31704928",pUBI10::mCherry-GR-linker-WUS,/,Whole seedlings,23819658,0.88,11/12/2019,,other,other,other
GSM3475786,PRJNA505705,Col-0 RNA-Seq2,"32376862, 31704928",wild type,Col-0,seedlings,23397452,0.91,11/12/2019,,other,other,other
GSM3475787,PRJNA505705,WUS-GR RNA-Seq3,"32376862, 31704928",pUBI10::mCherry-GR-linker-WUS,/,Whole seedlings,23745496,0.89,11/12/2019,,other,other,other
