Sample,Project,SampleName,PMID,Genotype,Ecotype,Tissue,TotalReads,UniqueMappedRate,ReleaseDate
SRX1705125,PRJNA315516,Mock for B.cinerea pre-treatment; 24 h; Biological replicate 1.,/,/,Col-0,leaves,11669771,91.50%,2016/4/21
SRX1705126,PRJNA315516,Mock for B.cinerea pre-treatment; 24 h; Biological replicate 2.,/,/,Col-0,leaves,10312676,91.70%,2016/4/21
SRX1705127,PRJNA315516,Mock for B.cinerea pre-treatment; 24 h; Biological replicate 3.,/,/,Col-0,leaves,19006210,91.70%,2016/4/21
SRX1705128,PRJNA315516,Mock for B.cinerea main treatment; 24 h; Biological replicate 1.,/,/,Col-0,leaves,13859067,91.60%,2016/4/21
SRX1705129,PRJNA315516,Mock for B.cinerea main treatment; 24 h; Biological replicate 2.,/,/,Col-0,leaves,15123768,89.40%,2016/4/21
SRX1705130,PRJNA315516,Mock for B.cinerea main treatment; 24 h; Biological replicate 3.,/,/,Col-0,leaves,12104641,90.20%,2016/4/21
SRX1705131,PRJNA315516,"P.rapae main treatment, drought pre-treatment; 6 h after infestation; Biological replicate 1",/,/,Col-0,leaves,23454389,91.50%,2016/4/21
SRX1705132,PRJNA315516,P.rapae main treatment; 24 h after infestation; Biological replicate 1,/,/,Col-0,leaves,15013568,91.80%,2016/4/21
SRX1705133,PRJNA315516,P.rapae main treatment; 24 h after infestation; Biological replicate 2,/,/,Col-0,leaves,20385360,91.10%,2016/4/21
SRX1705134,PRJNA315516,P.rapae main treatment; 24 h after infestation; Biological replicate 3,/,/,Col-0,leaves,14640701,92.60%,2016/4/21
SRX1705135,PRJNA315516,"B.cinerea main treatment, P.rapae pre-treatment; 24 h after innoculation; Biological replicate 1",/,/,Col-0,leaves,10470810,86.50%,2016/4/21
SRX1705136,PRJNA315516,"B.cinerea main treatment, P.rapae pre-treatment; 24 h after innoculation; Biological replicate 2",/,/,Col-0,leaves,13593241,86.10%,2016/4/21
SRX1705137,PRJNA315516,"B.cinerea main treatment, P.rapae pre-treatment; 24 h after innoculation; Biological replicate 3",/,/,Col-0,leaves,17430727,86.60%,2016/4/21
SRX1639997,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,23961187,89.90%,2017/10/11
SRX1639998,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,43743114,89.80%,2017/10/11
SRX1639999,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,32063368,89.60%,2017/10/11
SRX1640000,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,26425428,77.90%,2017/10/11
SRX1640001,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,21399427,90.10%,2017/10/11
SRX1640002,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,11075794,87.90%,2017/10/11
SRX1640003,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,27131506,89.50%,2017/10/11
SRX1640004,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,28380142,87.00%,2017/10/11
SRX1640005,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,19423291,90.40%,2017/10/11
SRX1640006,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,32230301,68.50%,2017/10/11
SRX1640007,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,16774080,89.40%,2017/10/11
SRX1640008,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,52278787,88.60%,2017/10/11
SRX1640009,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,17930339,87.60%,2017/10/11
SRX1640010,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,23964192,91.90%,2017/10/11
SRX1640011,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,34470018,91.50%,2017/10/11
SRX1640012,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,28852449,90.10%,2017/10/11
SRX1640013,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,24024058,90.00%,2017/10/11
SRX1640014,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,33420299,90.70%,2017/10/11
SRX1640015,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,26717735,91.00%,2017/10/11
SRX1640016,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,36047532,90.30%,2017/10/11
SRX1640017,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,16032946,82.90%,2017/10/11
SRX1640018,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,13691178,82.70%,2017/10/11
SRX1640019,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,16345648,82.60%,2017/10/11
SRX1640020,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,8650325,80.50%,2017/10/11
SRX1640021,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,8816631,84.60%,2017/10/11
SRX1640022,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,9252399,86.00%,2017/10/11
SRX1640023,PRJNA315570,Col0 WT seedlings,28893714,wild type,Col-0,seedlings,8184259,85.20%,2017/10/11
SRX1651002,PRJNA315850,"A. thalina 5 day seedling wt, bio replicate 1","17419845, 27540267",wild type,Col-0,seedlings,33737347,85.80%,2016/9/4
SRX1651124,PRJNA315850,"A. thalina 5 day seedling wt, bio replicate 2","17419845, 27540267",wild type,Col-0,seedlings,34814676,85.50%,2016/9/4
SRX1651210,PRJNA315850,"A. thaliana 5 day seedling wt, bio replicate 3","17419845, 27540267",wild type,Col-0,seedlings,34534934,84.20%,2016/9/4
SRX1651292,PRJNA315850,"A. thaliana 5 day old seedling, myb11/myb12/myb111 triple mutant, bio replicate 1","17419845, 27540267",myb11/myb12/myb111,Col-0,seedlings,26646238,66.10%,2016/9/4
SRX1651350,PRJNA315850,"A. thaliana 5 day old seedling, myb11/myb12/myb111 triple mutant, bio replicate 2","17419845, 27540267",myb11/myb12/myb111,Col-0,seedlings,33694209,85.70%,2016/9/4
SRX1651397,PRJNA315850,"A. thaliana 5 day old seedling, myb11/myb12/myb111 triple mutant, bio replicate 3","17419845, 27540267",myb11/myb12/myb111,Col-0,seedlings,28874544,83.30%,2016/9/4
SRX1665993,PRJNA315897,RNA-Seq of Arabidopsis thaliana: 20-day seedling (Col-0),/,/,Col-0,leaves,6849733,95.60%,2016/5/1
SRX1665994,PRJNA315897,RNA-Seq of Arabidopsis thaliana: 20-day seedling (Col-0),/,/,Col-0,seedlings,6881654,93.00%,2016/5/1
SRX1665995,PRJNA315897,RNA-Seq of Arabidopsis thaliana: 20-day seedling (SAQR KO),/,/,Col-0,leaves,6721340,96.00%,2016/5/1
SRX1665996,PRJNA315897,RNA-Seq of Arabidopsis thaliana: 20-day seedling (SAQR KO),/,/,Col-0,seedlings,6918617,96.10%,2016/5/1
SRX1655246,PRJNA316045,11d-Arabidopsis_WT_seedling,/,wild type,/,whole plant,63657072,0.00%,2017/3/23
SRX1655777,PRJNA316079,RNA-seq bZIP17,/,/,Col-0,seedlings,144947712,45.60%,2017/3/23
SRX1656979,PRJNA316113,RNA-seq of clv3-2 SAMs,/,clv3-2,LER,/,69747011,82.70%,2016/4/13
SRX1657367,PRJNA316113,RNAseq of clv3-2 flowers,/,clv3-2,LER,flower,69331824,86.30%,2016/4/13
SRX1657401,PRJNA316113,RNAseq whole plant sample,/,clv3-2,LER,whole plant,60378603,87.80%,2016/4/13
SRX1657497,PRJNA316129,WT rep1,28947800,/,Col-0,seedlings,23276320,93.30%,2017/9/25
SRX1657498,PRJNA316129,WT rep2,28947800,/,Col-0,seedlings,22554321,92.90%,2017/9/25
SRX1657499,PRJNA316129,WT rep3,28947800,/,Col-0,seedlings,26640016,94.90%,2017/9/25
SRX1657500,PRJNA316129,acc1-5 rep1,28947800,/,Col-0,seedlings,22972003,93.50%,2017/9/25
SRX1657501,PRJNA316129,acc1-5 rep2,28947800,/,Col-0,seedlings,24921259,93.40%,2017/9/25
SRX1657502,PRJNA316129,acc1-5 rep3,28947800,/,Col-0,seedlings,23704778,93.50%,2017/9/25
SRX1659244,PRJNA316180,Col-0,/,/,Col-0,leaves,6000000,63.00%,2016/4/2
SRX1659245,PRJNA316180,ssi2-2,/,/,Col-0,leaves,6000000,61.90%,2016/4/2
SRX1659253,PRJNA316180,ssi2-1,/,/,Col-0,leaves,6442414,64.70%,2016/4/2
SRX1659260,PRJNA316180,ssi2-3,/,/,Col-0,leaves,6000000,67.80%,2016/4/2
SRX1665979,PRJNA316333,RNA-Seq of Arabidopsis thaliana: 20-day seedling (Col-0),26554020,/,Col-0,leaves,6685288,95.40%,2016/5/1
SRX1665980,PRJNA316333,RNA-Seq of Arabidopsis thaliana: 20-day seedling (Col-0),26554020,/,Col-0,seedlings,6462007,96.10%,2016/5/1
SRX1665981,PRJNA316333,RNA-Seq of Arabidopsis thaliana: 20-day seedling (Col-0),26554020,/,Col-0,leaves,6812560,95.80%,2016/5/1
SRX1665982,PRJNA316333,RNA-Seq of Arabidopsis thaliana: 20-day seedling (QQS-OE),26554020,/,Col-0,leaves,6463322,95.90%,2016/5/1
SRX1665983,PRJNA316333,RNA-Seq of Arabidopsis thaliana: 20-day seedling (QQS-OE),26554020,/,Col-0,seedlings,6587674,95.30%,2016/5/1
SRX1665984,PRJNA316333,RNA-Seq of Arabidopsis thaliana: 20-day seedling (QQS RNAi),26554020,/,Col-0,leaves,6559432,95.30%,2016/5/1
SRX1665985,PRJNA316333,RNA-Seq of Arabidopsis thaliana: 20-day seedling (QQS RNAi),26554020,/,Col-0,leaves,6923791,95.70%,2016/5/1
SRX1688672,PRJNA317804,Wild-type1,/,wild type,Col-0,aerial seedling,42108453,92.80%,2018/1/31
SRX1688673,PRJNA317804,Wild-type 2,/,wild type,Col-0,aerial seedling,65990167,91.50%,2018/1/31
SRX1688674,PRJNA317804,Heat 1,/,/,Col-0,aerial seedling,39859346,93.00%,2018/1/31
SRX1688675,PRJNA317804,Heat 2,/,/,Col-0,aerial seedling,49594021,90.20%,2018/1/31
SRX1688676,PRJNA317804,Salicylic Acid 1,/,/,Col-0,aerial seedling,15498652,43.90%,2018/1/31
SRX1688677,PRJNA317804,Salicylic Acid 2,/,/,Col-0,aerial seedling,64010916,91.60%,2018/1/31
SRX2795970,PRJNA318497,Dijon-M (K-1),/,wild type,Dijon-M (Dj-M),inflorescence,82518758,86.10%,2017/6/1
SRX2795971,PRJNA318497,fas5,/,fas5 mutant,Dijon-M (Dj-M),inflorescence,74106502,86.40%,2017/6/1
SRX1712783,PRJNA318878,Arabidopsis leaves,29226970,Col-0,Col-0,leaves,31694553,90.40%,2017/12/15
SRX1712784,PRJNA318878,Arabidopsis leaves,29226970,Col-0,Col-0,leaves,31126863,89.70%,2017/12/15
SRX1712785,PRJNA318878,Arabidopsis leaves,29226970,Col-0,Col-0,leaves,32615194,90.90%,2017/12/15
SRX1712786,PRJNA318878,Arabidopsis leaves,29226970,Col-0 35S:RPS4-HS,Col-0,leaves,32994254,91.20%,2017/12/15
SRX1712787,PRJNA318878,Arabidopsis leaves,29226970,Col-0 35S:RPS4-HS,Col-0,leaves,33186260,91.40%,2017/12/15
SRX1712788,PRJNA318878,Arabidopsis leaves,29226970,Col-0 35S:RPS4-HS,Col-0,leaves,32016127,90.80%,2017/12/15
SRX1712760,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,26845797,90.60%,2017/12/15
SRX1712761,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,20293388,77.90%,2017/12/15
SRX1712762,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,22333895,73.30%,2017/12/15
SRX1712763,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,30846744,79.70%,2017/12/15
SRX1712764,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,24571639,84.40%,2017/12/15
SRX1712765,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,21313757,84.20%,2017/12/15
SRX1712766,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,20535618,85.80%,2017/12/15
SRX1712767,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,21680095,82.80%,2017/12/15
SRX1712768,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,19490388,84.30%,2017/12/15
SRX1712769,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,19738080,78.70%,2017/12/15
SRX1712770,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,18059015,79.40%,2017/12/15
SRX1712771,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,19502594,85.20%,2017/12/15
SRX1712772,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,19185651,91.60%,2017/12/15
SRX1712773,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,25809514,71.50%,2017/12/15
SRX1712774,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,19434224,74.00%,2017/12/15
SRX1712775,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,23220955,73.00%,2017/12/15
SRX1712776,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,18139922,79.60%,2017/12/15
SRX1712777,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,21112895,83.60%,2017/12/15
SRX1712778,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,20233359,81.30%,2017/12/15
SRX1712779,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,21841381,34.90%,2017/12/15
SRX1712780,PRJNA318879,Arabidopsis lower leaf epidermis,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes) 35S:MLA1-HA,Col-0,lower leaf epidermis,23076371,64.50%,2017/12/15
SRX1712700,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,22404856,81.90%,2017/12/15
SRX1712701,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,27537704,81.70%,2017/12/15
SRX1712702,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,26419052,83.60%,2017/12/15
SRX1712703,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,29717868,83.40%,2017/12/15
SRX1712704,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,28348839,83.40%,2017/12/15
SRX1712705,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,24664058,83.30%,2017/12/15
SRX1712706,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,25206244,81.60%,2017/12/15
SRX1712707,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,24084668,82.20%,2017/12/15
SRX1712708,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,26896676,81.30%,2017/12/15
SRX1712709,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,26831663,82.60%,2017/12/15
SRX1712710,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,27078448,80.00%,2017/12/15
SRX1712711,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,26148596,81.80%,2017/12/15
SRX1712712,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,26091517,82.50%,2017/12/15
SRX1712713,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,25467024,82.20%,2017/12/15
SRX1712714,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:mYFP,Col-0,leaves,23096226,82.90%,2017/12/15
SRX1712715,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,23271840,83.40%,2017/12/15
SRX1712716,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,27615693,82.70%,2017/12/15
SRX1712717,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,25767468,84.50%,2017/12/15
SRX1712718,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,23072876,84.10%,2017/12/15
SRX1712719,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,27395733,83.70%,2017/12/15
SRX1712720,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,22766790,83.10%,2017/12/15
SRX1712721,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,22137594,85.30%,2017/12/15
SRX1712722,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,20729961,85.70%,2017/12/15
SRX1712723,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,26457385,85.90%,2017/12/15
SRX1712724,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,27972955,85.50%,2017/12/15
SRX1712725,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,27256680,85.60%,2017/12/15
SRX1712726,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,28954167,85.20%,2017/12/15
SRX1712727,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,29293005,86.20%,2017/12/15
SRX1712728,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,25179881,83.30%,2017/12/15
SRX1712729,PRJNA318880,Arabidopsis leaves,29226970,Col-0 DEXp:MLACC-mYFP,Col-0,leaves,24409123,82.20%,2017/12/15
SRX1712730,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,25308796,88.80%,2017/12/15
SRX1712731,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,25811794,86.20%,2017/12/15
SRX1712732,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,22241830,88.50%,2017/12/15
SRX1712733,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,23927502,90.00%,2017/12/15
SRX1712734,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,21525706,89.50%,2017/12/15
SRX1712735,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,28153727,90.90%,2017/12/15
SRX1712736,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,23502759,89.80%,2017/12/15
SRX1712737,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,21730495,90.00%,2017/12/15
SRX1712738,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,27502503,90.40%,2017/12/15
SRX1712739,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,23360864,90.90%,2017/12/15
SRX1712740,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,25531814,87.10%,2017/12/15
SRX1712741,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,21440621,90.60%,2017/12/15
SRX1712742,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,26470093,86.60%,2017/12/15
SRX1712743,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,23123255,90.20%,2017/12/15
SRX1712744,PRJNA318880,Arabidopsis leaves,29226970,Col-0 pen2-1 pad4-1 sag101-2 dde2-2 ein2-1 sid2-2 (ppsdes),Col-0,leaves,26016107,90.70%,2017/12/15
